pdb_id	x	y	cluster	pdb	chain	arch_name	x_name
3VR9_E	6.2620645	-49.580303	5	3vr9	E	a/b three-layered sandwiches	Rossmann-like
3VR9_E	6.2620645	-49.580303	5	3vr9	E	alpha bundles	Spectrin repeat-like
3VR9_F	16.496635	17.3196	2	3vr9	F	a+b two layers	beta-Grasp
3VR9_F	16.496635	17.3196	2	3vr9	F	alpha arrays	alpha-helical ferredoxin-like
3VR9_G	-20.596504	-10.553816	8	3vr9	G	alpha bundles	NO_X_NAME
3VR9_H	-31.762194	12.089436	8	3vr9	H	alpha bundles	NO_X_NAME
3VRA_A	7.2659683	-47.60942	5	3vra	A	a+b complex topology	NO_X_NAME
3VRA_A	7.2659683	-47.60942	5	3vra	A	a/b three-layered sandwiches	Rossmann-like
3VRA_A	7.2659683	-47.60942	5	3vra	A	alpha bundles	Spectrin repeat-like
3VRA_B	16.240099	18.30222	2	3vra	B	a+b two layers	beta-Grasp
3VRA_B	16.240099	18.30222	2	3vra	B	alpha arrays	alpha-helical ferredoxin-like
3VRA_C	-20.294489	-11.070435	8	3vra	C	alpha bundles	NO_X_NAME
3VRA_D	-33.182518	10.932534	8	3vra	D	alpha bundles	NO_X_NAME
3VRA_E	6.310201	-48.304333	5	3vra	E	a+b complex topology	NO_X_NAME
3VRA_E	6.310201	-48.304333	5	3vra	E	a/b three-layered sandwiches	Rossmann-like
3VRA_E	6.310201	-48.304333	5	3vra	E	alpha bundles	Spectrin repeat-like
3VRA_F	17.816257	15.2911625	2	3vra	F	a+b two layers	beta-Grasp
3VRA_F	17.816257	15.2911625	2	3vra	F	alpha arrays	alpha-helical ferredoxin-like
3VRA_G	-19.985989	-10.010779	8	3vra	G	alpha bundles	NO_X_NAME
3VRA_H	-33.173748	10.61414	8	3vra	H	alpha bundles	NO_X_NAME
3VRB_A	7.5262046	-48.927837	5	3vrb	A	a+b complex topology	NO_X_NAME
3VRB_A	7.5262046	-48.927837	5	3vrb	A	a/b three-layered sandwiches	Rossmann-like
3VRB_A	7.5262046	-48.927837	5	3vrb	A	alpha bundles	Spectrin repeat-like
3VRB_B	17.142511	18.491266	2	3vrb	B	a+b two layers	beta-Grasp
3VRB_B	17.142511	18.491266	2	3vrb	B	alpha arrays	alpha-helical ferredoxin-like
3VRB_C	-20.437033	-11.805867	8	3vrb	C	alpha bundles	NO_X_NAME
3VRB_D	-34.92328	12.18417	8	3vrb	D	alpha bundles	NO_X_NAME
3VRB_E	7.2493567	-48.380535	5	3vrb	E	a+b complex topology	NO_X_NAME
3VRB_E	7.2493567	-48.380535	5	3vrb	E	a/b three-layered sandwiches	Rossmann-like
3VRB_E	7.2493567	-48.380535	5	3vrb	E	alpha bundles	Spectrin repeat-like
3VRB_F	17.87978	15.336093	2	3vrb	F	a+b two layers	beta-Grasp
3VRB_F	17.87978	15.336093	2	3vrb	F	alpha arrays	alpha-helical ferredoxin-like
3VRB_G	-20.675896	-7.8835263	8	3vrb	G	alpha bundles	NO_X_NAME
3VRB_H	-34.03043	10.141736	8	3vrb	H	alpha bundles	NO_X_NAME
3WAL_A	-46.03964	13.02926	0	3wal	A	a+b two layers	beta-Grasp
3WT1_A	36.295006	8.147769	2	3wt1	A	a+b three layers	Thioredoxin-like
3WT1_B	36.655483	7.4667344	1	3wt1	B	a+b three layers	Thioredoxin-like
3WT1_C	36.624695	7.560527	1	3wt1	C	a+b three layers	Thioredoxin-like
3WT1_D	36.6931	7.4145327	1	3wt1	D	a+b three layers	Thioredoxin-like
3ZRE_A	-15.514598	-16.071169	7	3zre	A	a+b three layers	Thioredoxin-like
4A6A_A	0.23182663	19.395079	7	4a6a	A	beta barrels	beta-clip
4A6A_B	1.9044863	19.682503	7	4a6a	B	beta barrels	beta-clip
4A6A_C	0.485499	19.139711	7	4a6a	C	beta barrels	beta-clip
4A6A_D	2.1170049	19.35419	7	4a6a	D	beta barrels	beta-clip
4A6A_E	1.6952988	19.803486	7	4a6a	E	beta barrels	beta-clip
4A6A_F	0.12183159	18.745506	7	4a6a	F	beta barrels	beta-clip
4A6A_G	0.42668208	19.252642	7	4a6a	G	beta barrels	beta-clip
4A6A_H	0.9951381	18.888123	7	4a6a	H	beta barrels	beta-clip
4A6A_I	0.45621186	18.802624	7	4a6a	I	beta barrels	beta-clip
4A6A_J	1.264668	20.018457	7	4a6a	J	beta barrels	beta-clip
4A6A_K	1.520089	19.707977	7	4a6a	K	beta barrels	beta-clip
4A6A_L	0.5921586	19.285099	7	4a6a	L	beta barrels	beta-clip
4A90_A	-37.626556	24.43921	0	4a90	A	a+b two layers	beta-Grasp
4A90_B	-41.89123	12.573198	0	4a90	B	a+b two layers	beta-Grasp
4AHE_A	-38.541897	23.676811	0	4ahe	A	a+b complex topology	RNase A-like
4AWT_A	16.65873	-10.774011	2	4awt	A	a/b barrels	TIM beta/alpha-barrel
4BHX_A	-53.953995	0.5882496	3	4bhx	A	alpha bundles	Retrovirus capsid protein
4BHX_B	-53.81762	0.6331335	3	4bhx	B	alpha bundles	Retrovirus capsid protein
4E30_A	16.015419	-18.118061	1	4e30	A	a/b three-layered sandwiches	Rossmann-like
4E30_A	16.015419	-18.118061	1	4e30	A	few secondary structure elements	Rubredoxin-like
4FF5_A	31.705336	5.9524794	1	4ff5	A	a/b barrels	TIM beta/alpha-barrel
4GD8_A	11.242008	-0.9571642	2	4gd8	A	alpha complex topology	NO_X_NAME
4GD8_A	11.242008	-0.9571642	2	4gd8	A	a+b three layers	Profilin-like
4H3X_A	-12.868327	5.357678	7	4h3x	A	mixed a+b and a/b	Zincin-like
4H3X_B	-12.875437	5.3589425	7	4h3x	B	mixed a+b and a/b	Zincin-like
4HE4_A	14.004465	0.9287717	2	4he4	A	beta barrels	NO_X_NAME
4HE4_B	14.036537	1.0733254	2	4he4	B	beta barrels	NO_X_NAME
4HN3_A	28.547009	10.080889	2	4hn3	A	a+b two layers	NO_X_NAME
4HN3_B	28.539865	10.1001625	2	4hn3	B	a+b two layers	NO_X_NAME
4HN3_C	11.575984	-8.890324	7	4hn3	C	a+b two layers	NO_X_NAME
4HN3_D	11.571566	-8.860112	7	4hn3	D	a+b two layers	NO_X_NAME
4HYF_A	51.25636	-0.4277621	6	4hyf	A	a+b complex topology	NO_X_NAME
4HYF_B	51.263245	-0.4145442	6	4hyf	B	a+b complex topology	NO_X_NAME
4HYF_C	51.25454	-0.4275705	6	4hyf	C	a+b complex topology	NO_X_NAME
4I4P_A	-14.612468	22.126848	7	4i4p	A	beta duplicates or obligate multimers	NO_X_NAME
4I4P_B	-14.611938	22.12677	7	4i4p	B	beta duplicates or obligate multimers	NO_X_NAME
4J1F_A	3.7941957	13.759733	2	4j1f	A	beta barrels	cradle loop barrel
4JD2_A	18.269978	1.2714131	1	4jd2	A	mixed a+b and a/b	Ribonuclease H-like
4JD2_B	19.502829	-10.949293	2	4jd2	B	mixed a+b and a/b	Ribonuclease H-like
4JD2_C	41.93347	4.958614	6	4jd2	C	beta duplicates or obligate multimers	beta-propeller-like
4JD2_D	0.005031619	-6.0962334	2	4jd2	D	a+b two layers	Type III secretory system chaperone-like
4JD2_E	-14.410418	-13.183257	7	4jd2	E	alpha bundles	NO_X_NAME
4JD2_F	-16.313917	-12.102816	7	4jd2	F	a+b two layers	Type III secretory system chaperone-like
4JD2_G	-16.625349	30.677149	0	4jd2	G	alpha superhelices	Repetitive alpha hairpins
4JD2_H	-18.006615	23.603752	0	4jd2	H	a+b three layers	NO_X_NAME
4JO3_H	-0.057255704	-2.0006797	2	4jo3	H	beta sandwiches	Immunoglobulin-like beta-sandwich
4JO3_I	-0.058308925	-2.0738785	2	4jo3	I	beta sandwiches	Immunoglobulin-like beta-sandwich
4JO3_L	5.6330056	-7.4251294	1	4jo3	L	beta sandwiches	Immunoglobulin-like beta-sandwich
4JO3_M	5.5710316	-7.4328074	2	4jo3	M	beta sandwiches	Immunoglobulin-like beta-sandwich
4JO3_P	-52.011127	-22.319395	8	4jo3	P	UNK	UNK
4JO3_Q	-51.950043	-22.347252	8	4jo3	Q	UNK	UNK
4KD6_A	4.955853	-20.00353	1	4kd6	A	a/b three-layered sandwiches	NO_X_NAME
4KX6_A	22.543322	26.942635	2	4kx6	A	a+b complex topology	NO_X_NAME
4KX6_A	22.543322	26.942635	2	4kx6	A	a/b three-layered sandwiches	Rossmann-like
4KX6_A	22.543322	26.942635	2	4kx6	A	alpha bundles	Spectrin repeat-like
4KX6_B	24.789448	-1.5687106	1	4kx6	B	a+b two layers	beta-Grasp
4KX6_B	24.789448	-1.5687106	1	4kx6	B	alpha arrays	alpha-helical ferredoxin-like
4KX6_C	-25.600336	9.400364	8	4kx6	C	alpha bundles	NO_X_NAME
4KX6_D	-45.374615	8.622862	8	4kx6	D	alpha bundles	NO_X_NAME
4KX6_M	21.775782	26.366165	2	4kx6	M	a+b complex topology	NO_X_NAME
4KX6_M	21.775782	26.366165	2	4kx6	M	a/b three-layered sandwiches	Rossmann-like
4KX6_M	21.775782	26.366165	2	4kx6	M	alpha bundles	Spectrin repeat-like
4KX6_N	22.942898	-3.1198814	1	4kx6	N	a+b two layers	beta-Grasp
4KX6_N	22.942898	-3.1198814	1	4kx6	N	alpha arrays	alpha-helical ferredoxin-like
4KX6_O	-25.712252	5.3680916	8	4kx6	O	alpha bundles	NO_X_NAME
4KX6_P	-43.788956	9.234808	8	4kx6	P	alpha bundles	NO_X_NAME
4KXX_A	-2.3148446	-14.235224	1	4kxx	A	a/b three-layered sandwiches	NO_X_NAME
4MQC_A	-29.564062	-5.7228003	8	4mqc	A	alpha arrays	NO_X_NAME
4MQC_B	-26.881947	-4.519382	8	4mqc	B	alpha arrays	NO_X_NAME
4MTZ_A	-61.93584	0.22630276	3	4mtz	A	few secondary structure elements	NO_X_NAME
4MTZ_B	-62.080807	0.06363036	3	4mtz	B	few secondary structure elements	NO_X_NAME
4MTZ_C	-62.09415	0.12448357	3	4mtz	C	few secondary structure elements	NO_X_NAME
4MTZ_D	-62.10109	0.12588495	3	4mtz	D	few secondary structure elements	NO_X_NAME
4MU4_A	21.185408	8.62459	2	4mu4	A	a+b two layers	NO_X_NAME
4MX1_A	19.680347	2.3091435	1	4mx1	A	a+b two layers	RIP/Polo-box domain
4NWQ_A	-22.906738	-7.6053734	8	4nwq	A	alpha bundles	Ferritin/Heme oxygenase/4-helical cytokines
4NWQ_B	-38.32267	19.167881	0	4nwq	B	a+b two layers	Tautomerase/MIF-like
4OM3_A	-39.249958	-6.1583304	8	4om3	A	UNK	UNK
4OM3_B	-42.474968	-6.198414	8	4om3	B	UNK	UNK
4OM3_C	-39.3808	-6.242317	8	4om3	C	UNK	UNK
4OM3_D	-39.61144	-5.3969784	8	4om3	D	UNK	UNK
4P39_A	-55.997696	-5.1136947	3	4p39	A	few secondary structure elements	NO_X_NAME
4P39_B	-56.080837	-5.3808866	3	4p39	B	few secondary structure elements	NO_X_NAME
4P39_C	-56.069344	-5.219728	3	4p39	C	few secondary structure elements	NO_X_NAME
4P39_D	-56.036137	-5.403561	8	4p39	D	few secondary structure elements	NO_X_NAME
4PCF_A	14.870914	-12.791915	2	4pcf	A	a/b barrels	TIM beta/alpha-barrel
4PCF_B	15.018885	-13.067445	2	4pcf	B	a/b barrels	TIM beta/alpha-barrel
4PCF_C	15.069882	-12.201463	2	4pcf	C	a/b barrels	TIM beta/alpha-barrel
4PD0_A	17.546125	-23.160212	1	4pd0	A	a/b three-layered sandwiches	NO_X_NAME
4PD0_A	17.546125	-23.160212	1	4pd0	A	beta barrels	beta-clip
4PD0_A	17.546125	-23.160212	1	4pd0	A	a+b complex topology	NO_X_NAME
4PD0_A	17.546125	-23.160212	1	4pd0	A	a+b two layers	NO_X_NAME
4PD1_A	19.416574	-19.709732	1	4pd1	A	a/b three-layered sandwiches	NO_X_NAME
4PD1_A	19.416574	-19.709732	1	4pd1	A	beta barrels	beta-clip
4PD1_A	19.416574	-19.709732	1	4pd1	A	a+b complex topology	NO_X_NAME
4PD1_A	19.416574	-19.709732	1	4pd1	A	a+b two layers	NO_X_NAME
4PD1_C	-54.929745	-22.437933	8	4pd1	C	UNK	UNK
4PH3_A	-39.9717	10.380231	8	4ph3	A	alpha bundles	Retrovirus capsid protein
4PH3_B	-39.965675	10.382964	0	4ph3	B	alpha bundles	Retrovirus capsid protein
4PJS_A	-6.66457	-12.682864	8	4pjs	A	alpha superhelices	Repetitive alpha hairpins
4PT4_A	-49.785442	9.044348	3	4pt4	A	alpha arrays	HTH
4PT4_B	-49.760487	9.005614	3	4pt4	B	alpha arrays	HTH
4R04_A	18.201338	3.68468	2	4r04	A	alpha bundles	Bromodomain-like
4R04_A	18.201338	3.68468	2	4r04	A	a/b three-layered sandwiches	NO_X_NAME
4R04_A	18.201338	3.68468	2	4r04	A	alpha arrays	NO_X_NAME
4R04_A	18.201338	3.68468	2	4r04	A	beta duplicates or obligate multimers	NO_X_NAME
4RF1_A	44.613144	-9.055168	6	4rf1	A	a+b complex topology	Cysteine proteinases-like
4RF1_A	44.613144	-9.055168	6	4rf1	A	a+b two layers	beta-Grasp
4RF1_B	-58.19748	-1.6123286	3	4rf1	B	a+b two layers	beta-Grasp
4RKQ_A	23.88009	-4.8383465	2	4rkq	A	a/b three-layered sandwiches	Flavodoxin-like
4RKQ_B	10.324275	-28.721497	1	4rkq	B	a/b three-layered sandwiches	Flavodoxin-like
4RKQ_C	10.313582	-28.753502	1	4rkq	C	a/b three-layered sandwiches	Flavodoxin-like
4RKQ_D	8.171879	-13.30248	1	4rkq	D	a/b three-layered sandwiches	Flavodoxin-like
4TK1_A	18.571367	-23.344053	1	4tk1	A	a/b three-layered sandwiches	NO_X_NAME
4TK1_A	18.571367	-23.344053	1	4tk1	A	beta barrels	beta-clip
4TK1_A	18.571367	-23.344053	1	4tk1	A	a+b complex topology	NO_X_NAME
4TK1_A	18.571367	-23.344053	1	4tk1	A	a+b two layers	NO_X_NAME
4TK1_B	21.481966	-20.900213	1	4tk1	B	a/b three-layered sandwiches	NO_X_NAME
4TK1_B	21.481966	-20.900213	1	4tk1	B	beta barrels	beta-clip
4TK1_B	21.481966	-20.900213	1	4tk1	B	a+b complex topology	NO_X_NAME
4TK1_B	21.481966	-20.900213	1	4tk1	B	a+b two layers	NO_X_NAME
4TK1_C	-55.250896	-22.690126	8	4tk1	C	UNK	UNK
4TK1_D	-52.689888	-21.001165	8	4tk1	D	UNK	UNK
4TK2_A	20.937475	-21.457716	1	4tk2	A	a/b three-layered sandwiches	NO_X_NAME
4TK2_A	20.937475	-21.457716	1	4tk2	A	beta barrels	beta-clip
4TK2_A	20.937475	-21.457716	1	4tk2	A	a+b complex topology	NO_X_NAME
4TK2_A	20.937475	-21.457716	1	4tk2	A	a+b two layers	NO_X_NAME
4TK2_B	20.856096	-21.486654	1	4tk2	B	a/b three-layered sandwiches	NO_X_NAME
4TK2_B	20.856096	-21.486654	1	4tk2	B	beta barrels	beta-clip
4TK2_B	20.856096	-21.486654	1	4tk2	B	a+b complex topology	NO_X_NAME
4TK2_B	20.856096	-21.486654	1	4tk2	B	a+b two layers	NO_X_NAME
4TK2_C	-53.0997	-23.023113	8	4tk2	C	UNK	UNK
4TK2_D	-53.369595	-24.397877	8	4tk2	D	UNK	UNK
4TK3_A	18.011019	-24.946589	1	4tk3	A	a/b three-layered sandwiches	NO_X_NAME
4TK3_A	18.011019	-24.946589	1	4tk3	A	beta barrels	beta-clip
4TK3_A	18.011019	-24.946589	1	4tk3	A	a+b complex topology	NO_X_NAME
4TK3_A	18.011019	-24.946589	1	4tk3	A	a+b two layers	NO_X_NAME
4TK3_B	18.406593	-20.407015	1	4tk3	B	a/b three-layered sandwiches	NO_X_NAME
4TK3_B	18.406593	-20.407015	1	4tk3	B	beta barrels	beta-clip
4TK3_B	18.406593	-20.407015	1	4tk3	B	a+b complex topology	NO_X_NAME
4TK3_B	18.406593	-20.407015	1	4tk3	B	a+b two layers	NO_X_NAME
4TK3_C	-53.98692	-24.493345	8	4tk3	C	UNK	UNK
4TK3_D	-54.218742	-25.187763	8	4tk3	D	UNK	UNK
4TK4_A	19.313904	-22.603546	1	4tk4	A	a/b three-layered sandwiches	NO_X_NAME
4TK4_A	19.313904	-22.603546	1	4tk4	A	beta barrels	beta-clip
4TK4_A	19.313904	-22.603546	1	4tk4	A	a+b complex topology	NO_X_NAME
4TK4_A	19.313904	-22.603546	1	4tk4	A	a+b two layers	NO_X_NAME
4TK4_B	19.623947	-20.797829	1	4tk4	B	a/b three-layered sandwiches	NO_X_NAME
4TK4_B	19.623947	-20.797829	1	4tk4	B	beta barrels	beta-clip
4TK4_B	19.623947	-20.797829	1	4tk4	B	a+b complex topology	NO_X_NAME
4TK4_B	19.623947	-20.797829	1	4tk4	B	a+b two layers	NO_X_NAME
4TK4_C	-52.680946	-21.329376	8	4tk4	C	UNK	UNK
4TK4_D	-52.71387	-21.237661	8	4tk4	D	UNK	UNK
4U90_A	20.937151	-21.62224	1	4u90	A	a/b three-layered sandwiches	NO_X_NAME
4U90_A	20.937151	-21.62224	1	4u90	A	beta barrels	beta-clip
4U90_A	20.937151	-21.62224	1	4u90	A	a+b complex topology	NO_X_NAME
4U90_A	20.937151	-21.62224	1	4u90	A	a+b two layers	NO_X_NAME
4U90_D	-55.107758	-24.226845	8	4u90	D	UNK	UNK
4U90_E	-55.249104	-24.13887	8	4u90	E	UNK	UNK
4U91_A	16.933636	-22.50774	1	4u91	A	a/b three-layered sandwiches	NO_X_NAME
4U91_A	16.933636	-22.50774	1	4u91	A	beta barrels	beta-clip
4U91_A	16.933636	-22.50774	1	4u91	A	a+b complex topology	NO_X_NAME
4U91_A	16.933636	-22.50774	1	4u91	A	a+b two layers	NO_X_NAME
4U91_B	-55.563282	-22.041903	8	4u91	B	UNK	UNK
4U91_E	-53.91158	-22.415998	8	4u91	E	UNK	UNK
4XBX_A	-15.957455	17.730736	7	4xbx	A	a+b two layers	Cystatin-like
4XBX_B	-17.991722	19.788536	7	4xbx	B	a+b two layers	Cystatin-like
4XBX_C	-15.956091	17.722895	7	4xbx	C	a+b two layers	Cystatin-like
4XBX_D	-17.987244	19.774963	7	4xbx	D	a+b two layers	Cystatin-like
4XE7_A	42.32175	-2.0472002	2	4xe7	A	mixed a+b and a/b	Ribonuclease H-like
4XJC_A	-15.125007	-20.607628	7	4xjc	A	beta barrels	beta-clip
4XJC_B	-15.149822	-20.517162	7	4xjc	B	beta barrels	beta-clip
4XJC_C	-15.109659	-20.499943	7	4xjc	C	beta barrels	beta-clip
4XJC_D	-15.093801	-20.372421	7	4xjc	D	beta barrels	beta-clip
4XJC_E	-15.124352	-20.587383	7	4xjc	E	beta barrels	beta-clip
4XJC_F	-14.943878	-19.110168	7	4xjc	F	beta barrels	beta-clip
4YLF_A	30.934351	-1.3364053	1	4ylf	A	beta barrels	cradle loop barrel
4YLF_A	30.934351	-1.3364053	1	4ylf	A	a/b three-layered sandwiches	NO_X_NAME
4YLF_A	30.934351	-1.3364053	1	4ylf	A	few secondary structure elements	NO_X_NAME
4YLF_B	44.80247	6.5607967	2	4ylf	B	alpha arrays	alpha-helical ferredoxin-like
4YLF_B	44.80247	6.5607967	2	4ylf	B	a/b three-layered sandwiches	Rossmann-like
4YLF_C	32.36098	8.723182	1	4ylf	C	beta barrels	cradle loop barrel
4YLF_C	32.36098	8.723182	1	4ylf	C	a/b three-layered sandwiches	NO_X_NAME
4YLF_C	32.36098	8.723182	1	4ylf	C	few secondary structure elements	NO_X_NAME
4YLF_D	44.769653	6.557475	1	4ylf	D	alpha arrays	alpha-helical ferredoxin-like
4YLF_D	44.769653	6.557475	1	4ylf	D	a/b three-layered sandwiches	Rossmann-like
4YRY_A	30.933527	-1.3713363	2	4yry	A	beta barrels	cradle loop barrel
4YRY_A	30.933527	-1.3713363	2	4yry	A	a/b three-layered sandwiches	NO_X_NAME
4YRY_A	30.933527	-1.3713363	2	4yry	A	few secondary structure elements	NO_X_NAME
4YRY_B	44.896782	6.4371333	2	4yry	B	alpha arrays	alpha-helical ferredoxin-like
4YRY_B	44.896782	6.4371333	2	4yry	B	a/b three-layered sandwiches	Rossmann-like
4YRY_C	32.300484	8.66308	1	4yry	C	beta barrels	cradle loop barrel
4YRY_C	32.300484	8.66308	1	4yry	C	a/b three-layered sandwiches	NO_X_NAME
4YRY_C	32.300484	8.66308	1	4yry	C	few secondary structure elements	NO_X_NAME
4YRY_D	44.822388	6.500344	1	4yry	D	alpha arrays	alpha-helical ferredoxin-like
4YRY_D	44.822388	6.500344	1	4yry	D	a/b three-layered sandwiches	Rossmann-like
4YSX_A	7.681957	-51.855984	5	4ysx	A	a+b complex topology	NO_X_NAME
4YSX_A	7.681957	-51.855984	5	4ysx	A	a/b three-layered sandwiches	Rossmann-like
4YSX_A	7.681957	-51.855984	5	4ysx	A	alpha bundles	Spectrin repeat-like
4YSX_B	18.096273	17.46485	2	4ysx	B	a+b two layers	beta-Grasp
4YSX_B	18.096273	17.46485	2	4ysx	B	alpha arrays	alpha-helical ferredoxin-like
4YSX_C	-21.639502	-10.374352	8	4ysx	C	alpha bundles	NO_X_NAME
4YSX_D	-32.730564	13.088617	8	4ysx	D	alpha bundles	NO_X_NAME
4YSX_E	7.6471024	-52.144962	5	4ysx	E	a+b complex topology	NO_X_NAME
4YSX_E	7.6471024	-52.144962	5	4ysx	E	a/b three-layered sandwiches	Rossmann-like
4YSX_E	7.6471024	-52.144962	5	4ysx	E	alpha bundles	Spectrin repeat-like
4YSX_F	20.346884	16.904663	2	4ysx	F	a+b two layers	beta-Grasp
4YSX_F	20.346884	16.904663	2	4ysx	F	alpha arrays	alpha-helical ferredoxin-like
4YSX_G	-22.864328	-10.928917	8	4ysx	G	alpha bundles	NO_X_NAME
4YSX_H	-33.729294	12.703534	8	4ysx	H	alpha bundles	NO_X_NAME
4YSY_A	8.925078	-51.879498	5	4ysy	A	a+b complex topology	NO_X_NAME
4YSY_A	8.925078	-51.879498	5	4ysy	A	a/b three-layered sandwiches	Rossmann-like
4YSY_A	8.925078	-51.879498	5	4ysy	A	alpha bundles	Spectrin repeat-like
4YSY_B	18.473873	17.768274	2	4ysy	B	a+b two layers	beta-Grasp
4YSY_B	18.473873	17.768274	2	4ysy	B	alpha arrays	alpha-helical ferredoxin-like
4YSY_C	-21.30747	-10.372618	8	4ysy	C	alpha bundles	NO_X_NAME
4YSY_D	-33.99566	12.836997	8	4ysy	D	alpha bundles	NO_X_NAME
4YSY_E	7.955327	-51.247845	5	4ysy	E	a+b complex topology	NO_X_NAME
4YSY_E	7.955327	-51.247845	5	4ysy	E	a/b three-layered sandwiches	Rossmann-like
4YSY_E	7.955327	-51.247845	5	4ysy	E	alpha bundles	Spectrin repeat-like
4YSY_F	18.639477	18.117313	2	4ysy	F	a+b two layers	beta-Grasp
4YSY_F	18.639477	18.117313	2	4ysy	F	alpha arrays	alpha-helical ferredoxin-like
4YSY_G	-21.077343	-10.862884	8	4ysy	G	alpha bundles	NO_X_NAME
4YSY_H	-33.70447	13.461314	8	4ysy	H	alpha bundles	NO_X_NAME
4YSZ_A	7.1598315	-52.803516	5	4ysz	A	a+b complex topology	NO_X_NAME
4YSZ_A	7.1598315	-52.803516	5	4ysz	A	a/b three-layered sandwiches	Rossmann-like
4YSZ_A	7.1598315	-52.803516	5	4ysz	A	alpha bundles	Spectrin repeat-like
4YSZ_B	17.954298	17.417517	2	4ysz	B	a+b two layers	beta-Grasp
4YSZ_B	17.954298	17.417517	2	4ysz	B	alpha arrays	alpha-helical ferredoxin-like
4YSZ_C	-21.60039	-10.272695	8	4ysz	C	alpha bundles	NO_X_NAME
4YSZ_D	-32.581177	13.227484	8	4ysz	D	alpha bundles	NO_X_NAME
4YSZ_E	7.9471993	-51.1211	5	4ysz	E	a+b complex topology	NO_X_NAME
4YSZ_E	7.9471993	-51.1211	5	4ysz	E	a/b three-layered sandwiches	Rossmann-like
4YSZ_E	7.9471993	-51.1211	5	4ysz	E	alpha bundles	Spectrin repeat-like
4YSZ_F	19.160286	18.035841	2	4ysz	F	a+b two layers	beta-Grasp
4YSZ_F	19.160286	18.035841	2	4ysz	F	alpha arrays	alpha-helical ferredoxin-like
4YSZ_G	-20.945927	-11.528235	8	4ysz	G	alpha bundles	NO_X_NAME
4YSZ_H	-33.41778	10.627959	8	4ysz	H	alpha bundles	NO_X_NAME
4YT0_A	5.9833	-51.623	5	4yt0	A	a+b complex topology	NO_X_NAME
4YT0_A	5.9833	-51.623	5	4yt0	A	a/b three-layered sandwiches	Rossmann-like
4YT0_A	5.9833	-51.623	5	4yt0	A	alpha bundles	Spectrin repeat-like
4YT0_B	17.327833	16.906088	2	4yt0	B	a+b two layers	beta-Grasp
4YT0_B	17.327833	16.906088	2	4yt0	B	alpha arrays	alpha-helical ferredoxin-like
4YT0_C	-21.056194	-11.098231	8	4yt0	C	alpha bundles	NO_X_NAME
4YT0_D	-31.55837	9.956073	8	4yt0	D	alpha bundles	NO_X_NAME
4YT0_E	6.5325847	-51.902447	5	4yt0	E	a+b complex topology	NO_X_NAME
4YT0_E	6.5325847	-51.902447	5	4yt0	E	a/b three-layered sandwiches	Rossmann-like
4YT0_E	6.5325847	-51.902447	5	4yt0	E	alpha bundles	Spectrin repeat-like
4YT0_F	17.632212	16.590292	2	4yt0	F	a+b two layers	beta-Grasp
4YT0_F	17.632212	16.590292	2	4yt0	F	alpha arrays	alpha-helical ferredoxin-like
4YT0_G	-20.80081	-7.9595065	8	4yt0	G	alpha bundles	NO_X_NAME
4YT0_H	-31.796837	10.117189	8	4yt0	H	alpha bundles	NO_X_NAME
4YTM_A	8.314243	-52.002205	5	4ytm	A	a+b complex topology	NO_X_NAME
4YTM_A	8.314243	-52.002205	5	4ytm	A	a/b three-layered sandwiches	Rossmann-like
4YTM_A	8.314243	-52.002205	5	4ytm	A	alpha bundles	Spectrin repeat-like
4YTM_B	18.663166	17.691778	2	4ytm	B	a+b two layers	beta-Grasp
4YTM_B	18.663166	17.691778	2	4ytm	B	alpha arrays	alpha-helical ferredoxin-like
4YTM_C	-20.91828	-9.708462	8	4ytm	C	alpha bundles	NO_X_NAME
4YTM_D	-33.30709	13.526781	8	4ytm	D	alpha bundles	NO_X_NAME
4YTM_E	8.270486	-52.405067	5	4ytm	E	a+b complex topology	NO_X_NAME
4YTM_E	8.270486	-52.405067	5	4ytm	E	a/b three-layered sandwiches	Rossmann-like
4YTM_E	8.270486	-52.405067	5	4ytm	E	alpha bundles	Spectrin repeat-like
4YTM_F	20.4523	16.91296	2	4ytm	F	a+b two layers	beta-Grasp
4YTM_F	20.4523	16.91296	2	4ytm	F	alpha arrays	alpha-helical ferredoxin-like
4YTM_G	-20.30802	-8.327859	8	4ytm	G	alpha bundles	NO_X_NAME
4YTM_H	-32.475033	11.81558	8	4ytm	H	alpha bundles	NO_X_NAME
4YTN_A	8.524639	-51.361042	5	4ytn	A	a+b complex topology	NO_X_NAME
4YTN_A	8.524639	-51.361042	5	4ytn	A	a/b three-layered sandwiches	Rossmann-like
4YTN_A	8.524639	-51.361042	5	4ytn	A	alpha bundles	Spectrin repeat-like
4YTN_B	18.75241	16.75937	2	4ytn	B	a+b two layers	beta-Grasp
4YTN_B	18.75241	16.75937	2	4ytn	B	alpha arrays	alpha-helical ferredoxin-like
4YTN_C	-21.785923	-11.794157	8	4ytn	C	alpha bundles	NO_X_NAME
4YTN_D	-33.766457	11.747672	8	4ytn	D	alpha bundles	NO_X_NAME
4YTN_E	7.7643733	-52.937016	5	4ytn	E	a+b complex topology	NO_X_NAME
4YTN_E	7.7643733	-52.937016	5	4ytn	E	a/b three-layered sandwiches	Rossmann-like
4YTN_E	7.7643733	-52.937016	5	4ytn	E	alpha bundles	Spectrin repeat-like
